loan_id,customer_id,loan_type,loan_amount_lakh,interest_rate_pct,tenure_months,emi_amount,disbursement_date,branch_id,loan_status,emi_missed_count,days_past_due,is_npa,collateral_type,processing_fee_pct
LOAN014613,CUST00664,Gold Loan,4.31,15.3,180,6121.03,2023-11-02,BR0013,Restructured,0,0,0,FD,0.85
LOAN014614,CUST05407,Personal Loan,5.12,16.48,12,46570.58,2023-11-15,BR0043,Active,0,0,0,FD,2.37
LOAN014615,CUST03760,Auto Loan,4.94,14.45,12,44459.5,2021-05-06,BR0035,Active,0,0,0,Vehicle,1.16
LOAN014616,CUST02025,Personal Loan,7.67,15.57,12,69434.59,2024-03-09,BR0050,Active,0,0,0,Vehicle,1.83
LOAN014617,CUST01269,Home Loan,72.86,14.97,84,140473.55,2023-05-17,BR0015,Closed,0,0,0,Gold,0.92
LOAN014618,CUST09851,Gold Loan,6.9,9.37,120,8879.39,2022-11-15,BR0034,Closed,0,0,0,None,1.09
LOAN014619,CUST02058,Business Loan,32.43,12.77,48,86631.82,2024-08-31,BR0014,Active,0,0,0,Property,0.9
LOAN014620,CUST07473,Personal Loan,8.58,11.81,240,9333.91,2024-07-05,BR0032,Restructured,0,0,0,Property,1.03
LOAN014621,CUST01169,Education Loan,13.93,15.98,12,126374.9,2021-04-19,BR0048,Restructured,1,18,0,Gold,1.49
LOAN014622,CUST02695,Gold Loan,3.67,8.28,84,5771.47,2024-05-03,BR0031,Restructured,1,25,0,Gold,2.2
LOAN014623,CUST07871,Gold Loan,7.9,8.94,84,12686.33,2024-08-02,BR0027,Active,0,0,0,None,0.77
LOAN014624,CUST00277,Business Loan,56.53,13.29,240,67400.49,2024-10-16,BR0031,Active,0,0,0,FD,1.27
LOAN014625,CUST00969,Home Loan,110.41,9.34,24,506129.36,2021-10-15,BR0007,Active,0,0,0,FD,1.13
LOAN014626,CUST07377,Business Loan,34.39,12.64,12,306581.57,2023-09-23,BR0004,Closed,0,0,0,None,1.28
LOAN014627,CUST07574,Education Loan,6.82,13.79,60,15794.79,2023-11-06,BR0035,Restructured,0,0,0,FD,1.44
LOAN014628,CUST07600,Home Loan,26.31,10.25,12,231612.72,2022-11-04,BR0026,Active,1,23,0,Vehicle,1.59
LOAN014629,CUST09653,Gold Loan,4.3,16.66,180,6514.38,2022-11-03,BR0042,Active,0,0,0,Property,2.46
LOAN014630,CUST05828,Home Loan,45.48,7.57,240,36833.29,2021-07-13,BR0007,Active,0,0,0,None,0.97
LOAN014631,CUST06358,Auto Loan,19.78,16.66,36,70186.85,2024-01-20,BR0014,Active,0,0,0,Vehicle,0.7
LOAN014632,CUST06472,Home Loan,126.58,11.08,120,174937.67,2024-02-24,BR0001,Restructured,1,23,0,Vehicle,1.28
LOAN014633,CUST07261,Gold Loan,5.61,12.81,84,10147.83,2021-09-21,BR0036,Restructured,0,0,0,FD,1.54
LOAN014634,CUST06252,Gold Loan,6.67,18.28,180,10876.15,2020-01-26,BR0037,Active,0,0,0,Property,0.82
LOAN014635,CUST01204,Personal Loan,3.39,11.77,24,15921.52,2020-10-13,BR0017,NPA,6,156,1,Vehicle,1.98
LOAN014636,CUST09655,Auto Loan,18.2,10.94,36,59532.77,2023-07-29,BR0025,NPA,3,54,1,Vehicle,0.92
LOAN014637,CUST02465,Home Loan,44.13,8.0,48,107734.23,2020-09-17,BR0025,Restructured,0,0,0,None,0.62
LOAN014638,CUST04201,Gold Loan,6.82,16.42,60,16737.49,2021-10-20,BR0025,Active,0,0,0,None,0.94
LOAN014639,CUST02910,Auto Loan,10.68,9.51,12,93650.95,2021-04-09,BR0025,Restructured,0,0,0,Property,1.78
LOAN014640,CUST02833,Business Loan,55.12,12.58,36,184607.96,2024-12-02,BR0049,NPA,3,96,1,Gold,1.42
LOAN014641,CUST00237,Business Loan,52.26,17.52,36,187676.43,2024-08-01,BR0002,Closed,0,0,0,FD,2.07
LOAN014642,CUST05758,Personal Loan,0.92,8.53,36,2905.49,2024-03-02,BR0026,Active,1,22,0,Property,0.58
LOAN014643,CUST09672,Gold Loan,6.96,17.19,240,10309.62,2020-03-30,BR0008,Active,0,0,0,Vehicle,1.5
LOAN014644,CUST02059,Home Loan,41.83,12.97,120,62382.69,2021-01-11,BR0049,Closed,0,0,0,Vehicle,0.78
LOAN014645,CUST05633,Home Loan,26.4,13.32,120,39917.88,2021-09-26,BR0044,Restructured,2,30,0,Property,1.44
LOAN014646,CUST07765,Gold Loan,7.35,9.15,84,11881.5,2022-11-27,BR0025,Active,2,54,0,Property,0.88
LOAN014647,CUST03146,Education Loan,13.8,17.72,180,21946.37,2020-05-12,BR0029,Active,2,42,0,None,1.2
LOAN014648,CUST01692,Personal Loan,6.63,13.9,36,22627.58,2021-08-15,BR0021,Restructured,0,0,0,Vehicle,2.36
LOAN014649,CUST08202,Personal Loan,2.01,14.12,24,9661.99,2023-11-20,BR0038,Active,0,0,0,None,2.31
LOAN014650,CUST02640,Personal Loan,2.2,10.93,36,7195.23,2021-04-05,BR0035,Closed,0,0,0,Gold,1.71
LOAN014651,CUST00889,Education Loan,9.64,11.38,60,21142.85,2023-08-13,BR0047,Restructured,0,0,0,Vehicle,1.76
LOAN014652,CUST09670,Gold Loan,2.76,17.65,24,13732.42,2022-10-24,BR0031,Restructured,0,0,0,FD,0.91
LOAN014653,CUST09404,Personal Loan,2.39,9.91,60,5067.47,2021-04-04,BR0026,Active,0,0,0,Property,1.65
LOAN014654,CUST02839,Business Loan,30.3,16.69,24,149359.12,2020-06-13,BR0049,Active,0,0,0,FD,0.82
LOAN014655,CUST00646,Home Loan,78.53,17.29,240,116922.85,2023-09-21,BR0003,Active,0,0,0,Gold,0.99
LOAN014656,CUST00757,Education Loan,14.58,17.63,48,42547.37,2022-03-17,BR0046,Active,2,80,0,FD,0.65
LOAN014657,CUST00434,Personal Loan,7.92,14.57,24,38239.82,2024-08-05,BR0001,Active,0,0,0,Vehicle,0.71
LOAN014658,CUST05606,Education Loan,10.36,7.96,36,32445.36,2024-08-16,BR0042,NPA,5,175,1,None,2.16
LOAN014659,CUST02039,Education Loan,7.58,12.65,120,11161.81,2024-10-06,BR0039,Active,0,0,0,Vehicle,2.17
LOAN014660,CUST06333,Education Loan,14.81,16.28,24,72712.66,2020-02-05,BR0017,Restructured,0,0,0,Gold,1.57
LOAN014661,CUST03110,Education Loan,4.49,16.96,120,7792.14,2023-08-14,BR0043,NPA,2,78,1,Property,0.76
LOAN014662,CUST00717,Business Loan,53.62,12.01,24,252433.0,2020-08-29,BR0019,Active,0,0,0,Vehicle,1.59
LOAN014663,CUST05023,Auto Loan,18.88,15.94,36,66320.57,2023-08-04,BR0044,Active,2,46,0,FD,1.33
LOAN014664,CUST07074,Home Loan,119.0,9.65,12,1044262.95,2024-08-23,BR0012,Closed,1,21,0,Vehicle,0.61
LOAN014665,CUST02584,Education Loan,12.21,10.19,60,26056.94,2023-03-25,BR0041,Restructured,2,36,0,Property,0.9
LOAN014666,CUST02733,Auto Loan,15.05,10.77,48,38729.62,2020-07-23,BR0031,Active,0,0,0,Vehicle,2.33
LOAN014667,CUST09097,Auto Loan,15.57,16.38,36,55032.05,2022-04-17,BR0040,Active,0,0,0,None,2.39
LOAN014668,CUST05923,Business Loan,46.29,10.82,120,63293.74,2021-01-13,BR0010,Active,0,0,0,FD,2.11
LOAN014669,CUST01310,Business Loan,62.01,12.44,240,70189.96,2021-01-14,BR0036,Restructured,0,0,0,Gold,1.29
LOAN014670,CUST08326,Home Loan,51.5,8.81,240,45708.45,2020-09-20,BR0022,Closed,0,0,0,Gold,1.93
LOAN014671,CUST05281,Auto Loan,3.78,16.33,24,18567.71,2020-07-16,BR0017,Closed,0,0,0,None,0.61
LOAN014672,CUST04603,Education Loan,10.53,13.46,84,19420.46,2021-02-21,BR0039,Active,0,0,0,Vehicle,0.98
LOAN014673,CUST07518,Auto Loan,9.47,7.85,240,7832.91,2024-03-12,BR0024,Restructured,0,0,0,Gold,2.11
LOAN014674,CUST03797,Auto Loan,14.31,16.43,84,28774.19,2024-02-19,BR0016,Active,0,0,0,Gold,1.82
LOAN014675,CUST08379,Education Loan,9.54,9.97,120,12591.34,2022-07-26,BR0007,Closed,0,0,0,FD,2.48
LOAN014676,CUST03510,Home Loan,43.97,10.71,24,204343.16,2022-12-28,BR0016,Closed,0,0,0,Property,1.88
LOAN014677,CUST08905,Business Loan,6.32,16.38,120,10736.98,2023-03-29,BR0042,Active,0,0,0,Gold,2.01
LOAN014678,CUST07092,Gold Loan,2.01,11.51,120,2827.12,2023-02-04,BR0030,Active,0,0,0,Gold,2.32
LOAN014679,CUST09964,Home Loan,55.51,12.32,84,98942.8,2020-08-19,BR0010,Active,0,0,0,Property,2.03
LOAN014680,CUST00183,Gold Loan,2.47,9.2,12,21623.43,2020-12-08,BR0020,Restructured,0,0,0,Gold,1.26
LOAN014681,CUST04379,Education Loan,2.3,17.18,60,5738.38,2023-12-30,BR0029,NPA,5,145,1,FD,2.14
LOAN014682,CUST08111,Home Loan,64.1,13.3,12,573426.33,2021-02-25,BR0009,Active,0,0,0,FD,0.72
LOAN014683,CUST03030,Education Loan,12.0,10.99,120,16523.21,2023-08-09,BR0025,Active,0,0,0,None,1.23
LOAN014684,CUST08284,Personal Loan,6.27,13.74,120,9637.43,2020-02-06,BR0012,Active,0,0,0,Property,1.51
LOAN014685,CUST03337,Gold Loan,4.96,13.0,60,11285.52,2024-04-16,BR0034,Closed,0,0,0,FD,1.89
LOAN014686,CUST06307,Education Loan,14.31,8.7,60,29497.29,2020-10-19,BR0029,Active,0,0,0,None,0.57
LOAN014687,CUST05729,Home Loan,54.11,15.99,84,107442.81,2021-11-28,BR0031,Active,0,0,0,Property,0.77
LOAN014688,CUST02941,Auto Loan,14.6,12.76,48,38994.46,2021-02-08,BR0015,Active,1,23,0,FD,2.23
LOAN014689,CUST06602,Auto Loan,7.67,14.93,180,10698.08,2022-12-15,BR0045,Restructured,0,0,0,Property,2.03
LOAN014690,CUST03392,Personal Loan,3.53,9.38,24,16188.33,2021-03-23,BR0017,Closed,0,0,0,FD,1.3
LOAN014691,CUST00917,Personal Loan,2.01,13.51,36,6821.96,2024-02-26,BR0023,Active,0,0,0,Property,1.84
LOAN014692,CUST00300,Gold Loan,3.36,15.48,60,8078.32,2020-06-03,BR0017,NPA,3,87,1,FD,1.87
LOAN014693,CUST03379,Gold Loan,2.74,8.1,12,23847.5,2020-05-07,BR0006,Active,0,0,0,None,1.1
LOAN014694,CUST04369,Gold Loan,6.46,15.23,120,10513.41,2022-02-01,BR0025,Active,0,0,0,None,2.2
LOAN014695,CUST06898,Personal Loan,7.54,17.4,60,18901.39,2024-03-08,BR0009,Closed,0,0,0,FD,1.29
LOAN014696,CUST02729,Auto Loan,4.06,9.5,24,18641.28,2022-08-13,BR0008,Active,0,0,0,Vehicle,1.24
LOAN014697,CUST03869,Gold Loan,3.59,10.65,180,4001.83,2020-03-01,BR0014,Active,0,0,0,Gold,1.49
LOAN014698,CUST01632,Personal Loan,9.74,13.41,24,46493.53,2021-04-20,BR0042,Restructured,0,0,0,FD,0.94
LOAN014699,CUST08180,Auto Loan,19.56,14.53,36,67356.05,2021-11-02,BR0017,Active,0,0,0,FD,1.49
LOAN014700,CUST07366,Home Loan,29.99,9.58,84,49138.55,2023-10-16,BR0017,Active,0,0,0,Property,1.62
LOAN014701,CUST05472,Business Loan,26.64,12.04,120,38282.29,2021-04-22,BR0033,Closed,0,0,0,Property,1.52
LOAN014702,CUST00861,Home Loan,111.89,14.04,36,382630.91,2020-04-13,BR0016,Restructured,0,0,0,Gold,0.98
LOAN014703,CUST06096,Education Loan,10.28,11.9,12,91288.47,2024-01-31,BR0048,Restructured,0,0,0,Property,1.33
LOAN014704,CUST06560,Education Loan,5.22,12.05,60,11624.8,2020-12-25,BR0027,Closed,0,0,0,FD,0.76
LOAN014705,CUST04127,Education Loan,12.98,17.5,12,118691.98,2024-11-24,BR0030,Restructured,0,0,0,Gold,2.39
LOAN014706,CUST05655,Personal Loan,2.11,12.21,12,18767.83,2020-08-27,BR0045,Restructured,2,30,0,FD,2.37
LOAN014707,CUST02669,Home Loan,33.27,11.91,48,87465.73,2020-01-22,BR0045,NPA,6,114,1,FD,1.66
LOAN014708,CUST09149,Personal Loan,1.04,10.9,240,1066.41,2020-04-27,BR0004,Active,0,0,0,Vehicle,2.04
LOAN014709,CUST00936,Home Loan,75.12,9.37,180,77853.96,2024-08-03,BR0039,Closed,0,0,0,None,1.82
LOAN014710,CUST04084,Auto Loan,11.47,16.87,240,16710.9,2023-10-22,BR0050,Active,0,0,0,None,0.73
LOAN014711,CUST04846,Personal Loan,2.34,16.03,120,3924.18,2020-04-09,BR0039,Restructured,1,33,0,FD,0.9
LOAN014712,CUST04202,Personal Loan,3.52,13.36,36,11921.4,2024-06-08,BR0017,Restructured,0,0,0,FD,1.1
LOAN014713,CUST04863,Gold Loan,3.38,11.52,36,11149.11,2023-07-03,BR0049,NPA,4,88,1,Gold,2.32
LOAN014714,CUST04370,Auto Loan,14.46,16.18,24,70925.09,2022-08-10,BR0020,Restructured,0,0,0,Gold,0.82
LOAN014715,CUST02804,Gold Loan,5.17,14.21,12,46471.04,2021-01-04,BR0012,Restructured,0,0,0,Vehicle,2.27
LOAN014716,CUST07495,Education Loan,14.96,7.93,240,12448.05,2020-08-09,BR0016,NPA,6,96,1,FD,1.97
LOAN014717,CUST05807,Education Loan,2.67,12.85,24,12674.86,2020-06-01,BR0001,Closed,2,72,0,FD,2.09
LOAN014718,CUST01656,Gold Loan,3.16,14.62,84,6030.6,2024-12-12,BR0029,Active,0,0,0,Property,1.61
LOAN014719,CUST09034,Personal Loan,4.8,11.98,36,15938.28,2021-07-10,BR0043,Active,0,0,0,Gold,1.17
LOAN014720,CUST00983,Home Loan,36.83,18.29,120,67051.36,2023-06-14,BR0013,Active,0,0,0,Vehicle,2.35
LOAN014721,CUST03397,Auto Loan,13.0,9.25,84,21081.11,2023-01-25,BR0019,Active,0,0,0,FD,2.44
LOAN014722,CUST08708,Auto Loan,9.35,11.14,60,20394.51,2024-09-09,BR0042,Active,0,0,0,Property,0.77
LOAN014723,CUST04817,Business Loan,68.98,13.71,84,128166.06,2023-07-26,BR0040,Closed,0,0,0,Vehicle,1.46
LOAN014724,CUST08484,Business Loan,31.76,13.47,12,284372.47,2022-07-22,BR0028,Restructured,1,38,0,FD,1.84
LOAN014725,CUST07807,Home Loan,59.18,9.57,120,76804.47,2023-05-12,BR0027,Active,2,78,0,Property,0.79
LOAN014726,CUST03736,Business Loan,8.34,10.23,240,8175.78,2023-11-17,BR0050,Active,0,0,0,Property,0.81
LOAN014727,CUST09747,Auto Loan,8.43,9.57,24,38733.08,2024-05-02,BR0024,Active,0,0,0,Gold,0.64
LOAN014728,CUST00102,Business Loan,60.36,15.73,240,82755.91,2020-02-23,BR0031,Active,0,0,0,None,2.45
LOAN014729,CUST02564,Education Loan,5.63,8.03,240,4719.67,2021-03-12,BR0032,Restructured,0,0,0,None,1.11
LOAN014730,CUST09950,Education Loan,4.65,15.73,240,6375.33,2022-11-17,BR0042,Closed,0,0,0,Property,1.2
LOAN014731,CUST04023,Personal Loan,5.28,16.47,48,15091.07,2023-05-22,BR0002,Active,0,0,0,FD,1.52
LOAN014732,CUST06576,Education Loan,4.43,14.36,12,39850.77,2021-09-07,BR0029,NPA,3,120,1,Vehicle,0.55
LOAN014733,CUST00246,Auto Loan,4.25,8.89,36,13493.14,2020-11-22,BR0021,Restructured,0,0,0,Vehicle,1.13
LOAN014734,CUST01620,Auto Loan,19.28,12.54,24,91244.61,2020-03-13,BR0024,Closed,0,0,0,Property,2.11
LOAN014735,CUST00280,Gold Loan,6.91,10.7,36,22524.41,2020-04-12,BR0049,Active,0,0,0,FD,0.95
LOAN014736,CUST02164,Home Loan,123.64,15.1,120,200232.37,2020-09-19,BR0034,NPA,3,60,1,Gold,1.3
LOAN014737,CUST07702,Education Loan,13.17,15.13,12,118951.0,2023-12-18,BR0015,Active,0,0,0,Gold,1.17
LOAN014738,CUST02561,Gold Loan,2.64,14.11,60,6157.88,2024-05-01,BR0024,Active,0,0,0,FD,2.31
LOAN014739,CUST07970,Gold Loan,6.53,17.54,240,9847.26,2020-04-09,BR0045,Active,0,0,0,FD,1.29
LOAN014740,CUST05415,Business Loan,43.07,14.8,60,102011.63,2020-08-16,BR0004,Active,0,0,0,Property,1.59
LOAN014741,CUST06201,Auto Loan,6.98,8.45,24,31712.1,2020-01-08,BR0043,Closed,0,0,0,Property,0.55
LOAN014742,CUST02220,Education Loan,14.59,14.81,180,20230.44,2023-04-04,BR0012,NPA,3,117,1,None,1.46
LOAN014743,CUST07621,Education Loan,2.96,11.31,240,3117.97,2021-09-24,BR0006,Active,0,0,0,Vehicle,1.37
LOAN014744,CUST01516,Gold Loan,5.0,13.26,120,7542.41,2023-07-22,BR0046,Restructured,1,36,0,Vehicle,1.27
LOAN014745,CUST00340,Home Loan,142.82,11.85,180,170032.16,2023-10-16,BR0050,Active,0,0,0,Gold,1.96
LOAN014746,CUST00220,Education Loan,7.23,14.15,24,34764.57,2024-05-04,BR0005,Active,1,29,0,Gold,1.79
LOAN014747,CUST08825,Education Loan,14.14,8.09,24,64009.45,2023-09-30,BR0035,Active,1,25,0,FD,1.23
LOAN014748,CUST06917,Auto Loan,17.93,16.16,36,63178.29,2020-12-18,BR0045,Restructured,0,0,0,Gold,2.26
LOAN014749,CUST09551,Business Loan,71.54,12.83,240,82949.64,2023-07-01,BR0003,NPA,3,99,1,Vehicle,0.67
LOAN014750,CUST05749,Auto Loan,15.58,11.09,36,51073.35,2024-05-03,BR0022,Closed,0,0,0,Property,1.08
LOAN014751,CUST06072,Personal Loan,4.82,18.0,12,44189.76,2021-02-28,BR0018,NPA,5,175,1,Gold,1.36
LOAN014752,CUST06556,Business Loan,58.66,18.13,36,212452.7,2020-09-23,BR0009,Closed,0,0,0,FD,0.57
LOAN014753,CUST02614,Business Loan,46.61,10.15,84,77739.85,2024-07-15,BR0044,Active,0,0,0,Gold,1.08
LOAN014754,CUST04547,Home Loan,69.85,16.7,120,120073.07,2024-05-31,BR0034,Restructured,2,60,0,Gold,0.71
LOAN014755,CUST01981,Gold Loan,5.09,17.23,24,25222.4,2020-02-20,BR0043,Active,0,0,0,None,1.2
LOAN014756,CUST05224,Personal Loan,3.97,10.23,48,10112.85,2020-05-18,BR0040,Active,0,0,0,None,1.4
LOAN014757,CUST01855,Business Loan,17.91,12.16,24,84442.47,2024-04-30,BR0037,Active,0,0,0,Gold,0.96
LOAN014758,CUST03079,Home Loan,49.22,9.56,120,63851.28,2020-10-05,BR0012,Active,0,0,0,FD,0.9
LOAN014759,CUST00490,Personal Loan,4.21,9.3,60,8800.69,2024-05-03,BR0024,NPA,5,135,1,Vehicle,1.58
LOAN014760,CUST09342,Education Loan,5.27,14.2,84,9934.3,2020-05-18,BR0024,Closed,1,30,0,Vehicle,1.36
LOAN014761,CUST06254,Home Loan,51.01,17.57,60,128341.61,2023-01-27,BR0004,Closed,0,0,0,FD,1.36
LOAN014762,CUST00240,Gold Loan,0.83,18.06,180,1340.23,2022-05-15,BR0036,NPA,5,190,1,Property,2.24
LOAN014763,CUST05704,Business Loan,8.76,14.45,120,13839.35,2024-03-14,BR0019,Restructured,0,0,0,Property,0.86
LOAN014764,CUST05577,Business Loan,36.91,12.93,24,175355.53,2022-04-22,BR0007,Restructured,0,0,0,None,1.54
LOAN014765,CUST01586,Business Loan,30.71,18.22,12,281870.89,2020-05-25,BR0018,Restructured,0,0,0,Vehicle,1.63
LOAN014766,CUST04455,Education Loan,2.52,11.55,60,5548.46,2024-11-15,BR0027,Active,0,0,0,Property,0.84
LOAN014767,CUST09676,Education Loan,14.66,13.11,48,39409.19,2020-08-12,BR0046,Active,0,0,0,Gold,1.55
LOAN014768,CUST02658,Education Loan,14.13,8.14,48,34588.39,2020-12-18,BR0016,Active,0,0,0,Gold,1.58
LOAN014769,CUST04092,Auto Loan,5.04,14.64,60,11895.1,2022-09-08,BR0039,Active,0,0,0,Gold,1.68
LOAN014770,CUST02692,Business Loan,59.48,14.67,36,205229.46,2022-03-09,BR0043,Restructured,0,0,0,Gold,1.44
LOAN014771,CUST06481,Auto Loan,19.69,9.77,36,63321.68,2024-03-30,BR0020,Active,0,0,0,Vehicle,0.77
LOAN014772,CUST04288,Business Loan,39.03,14.43,84,74072.51,2023-03-14,BR0033,Active,0,0,0,FD,1.32
LOAN014773,CUST05808,Education Loan,14.67,11.96,24,69029.38,2024-12-24,BR0045,Active,0,0,0,Property,1.28
LOAN014774,CUST00057,Business Loan,46.25,15.17,36,160712.44,2024-11-04,BR0044,Closed,0,0,0,Vehicle,1.55
LOAN014775,CUST00093,Personal Loan,3.74,12.89,36,12581.73,2024-03-23,BR0043,Closed,0,0,0,Gold,1.93
LOAN014776,CUST01758,Education Loan,14.65,16.4,84,29432.66,2023-05-05,BR0026,Active,0,0,0,FD,1.69
LOAN014777,CUST04658,Auto Loan,8.25,8.69,24,37572.68,2022-01-28,BR0032,Active,0,0,0,FD,1.12
LOAN014778,CUST02089,Personal Loan,6.01,9.07,24,27475.84,2024-06-12,BR0029,Active,0,0,0,Vehicle,2.0
LOAN014779,CUST03458,Auto Loan,14.29,14.89,180,19892.55,2021-01-03,BR0012,Active,0,0,0,Gold,1.1
LOAN014780,CUST04258,Personal Loan,5.23,10.1,12,46004.34,2020-04-26,BR0007,Closed,0,0,0,Vehicle,1.68
LOAN014781,CUST01866,Personal Loan,7.59,17.88,60,19224.1,2021-02-28,BR0030,Active,0,0,0,Property,0.52
LOAN014782,CUST08361,Gold Loan,5.72,9.48,120,7395.28,2024-09-07,BR0037,Active,1,22,0,Gold,0.54
LOAN014783,CUST00321,Home Loan,95.4,10.75,180,106938.44,2020-08-07,BR0022,Active,1,30,0,Gold,2.21
LOAN014784,CUST09001,Gold Loan,5.27,12.54,12,46956.54,2021-11-24,BR0039,Active,0,0,0,None,1.96
LOAN014785,CUST03512,Personal Loan,3.38,10.67,36,11012.94,2024-02-23,BR0018,NPA,3,108,1,Vehicle,1.78
LOAN014786,CUST00822,Education Loan,5.78,15.99,60,14052.77,2023-11-20,BR0022,Active,0,0,0,Vehicle,1.61
LOAN014787,CUST07700,Business Loan,54.39,12.0,84,96013.21,2020-07-06,BR0036,Closed,2,54,0,Property,1.78
LOAN014788,CUST07029,Business Loan,8.72,18.07,240,13504.67,2021-09-30,BR0023,Closed,0,0,0,None,2.27
LOAN014789,CUST02808,Home Loan,141.35,16.89,120,244678.62,2022-12-31,BR0045,Closed,0,0,0,FD,0.55
LOAN014790,CUST05429,Home Loan,112.08,17.56,180,176959.23,2020-10-29,BR0003,Restructured,0,0,0,Property,1.88
LOAN014791,CUST06869,Auto Loan,18.42,9.32,36,58849.83,2024-01-24,BR0046,NPA,3,93,1,Vehicle,1.29
LOAN014792,CUST05171,Home Loan,64.48,13.01,84,117336.84,2021-06-28,BR0006,Restructured,0,0,0,Gold,2.2
LOAN014793,CUST01619,Auto Loan,4.31,8.86,240,3839.1,2020-03-08,BR0049,Active,0,0,0,Property,1.05
LOAN014794,CUST04027,Business Loan,36.32,17.15,120,63468.95,2023-06-14,BR0029,Restructured,0,0,0,Property,1.98
LOAN014795,CUST00907,Auto Loan,4.21,8.24,84,6612.25,2024-10-15,BR0049,Active,0,0,0,Property,0.57
LOAN014796,CUST09355,Education Loan,7.29,15.58,180,10494.13,2022-03-05,BR0022,Active,0,0,0,FD,1.27
LOAN014797,CUST08692,Education Loan,9.27,16.73,120,15952.79,2021-10-16,BR0042,NPA,3,117,1,FD,0.87
LOAN014798,CUST02896,Home Loan,104.14,17.44,180,163530.52,2022-10-08,BR0040,Active,1,31,0,Property,1.07
LOAN014799,CUST04537,Auto Loan,18.62,9.12,36,59315.15,2022-08-14,BR0032,NPA,3,51,1,Property,2.22
LOAN014800,CUST03670,Personal Loan,1.96,15.53,240,2657.99,2023-09-18,BR0020,Active,0,0,0,FD,0.96
LOAN014801,CUST09670,Gold Loan,7.9,9.65,84,12972.51,2020-09-15,BR0031,Active,0,0,0,FD,1.22
LOAN014802,CUST02502,Education Loan,10.7,9.43,24,49094.05,2021-06-18,BR0049,Active,1,37,0,Property,0.61
LOAN014803,CUST00639,Auto Loan,7.04,17.96,24,35132.96,2020-03-26,BR0026,NPA,3,69,1,Property,0.68
LOAN014804,CUST09417,Business Loan,78.27,15.07,48,218109.1,2023-12-15,BR0031,Active,0,0,0,Gold,0.87
LOAN014805,CUST03667,Auto Loan,11.81,16.35,180,17634.4,2022-12-09,BR0002,Active,0,0,0,Property,0.65
LOAN014806,CUST00953,Personal Loan,6.16,15.81,120,10245.99,2024-02-19,BR0008,Restructured,1,18,0,Vehicle,0.83
LOAN014807,CUST02758,Auto Loan,13.83,11.75,240,14987.67,2021-07-31,BR0024,Restructured,0,0,0,Gold,0.57
LOAN014808,CUST05188,Gold Loan,7.1,9.15,48,17718.99,2023-09-22,BR0033,Active,0,0,0,Gold,0.54
LOAN014809,CUST03530,Education Loan,7.4,15.44,120,12138.96,2020-01-13,BR0008,Closed,0,0,0,Property,2.39
LOAN014810,CUST09485,Education Loan,6.65,14.22,60,15549.34,2020-11-02,BR0026,Active,0,0,0,Vehicle,2.06
LOAN014811,CUST01475,Personal Loan,8.67,16.95,84,17692.8,2024-07-27,BR0024,Active,0,0,0,Vehicle,1.91
LOAN014812,CUST06661,Personal Loan,5.39,18.44,180,8851.34,2022-01-21,BR0011,Restructured,1,32,0,FD,2.49
LOAN014813,CUST08227,Home Loan,80.52,17.91,180,129150.05,2023-07-04,BR0013,Active,0,0,0,FD,0.95
LOAN014814,CUST02679,Education Loan,3.79,9.6,12,33249.65,2020-07-20,BR0015,Active,0,0,0,Vehicle,1.52
LOAN014815,CUST07640,Business Loan,46.53,7.5,84,71369.0,2021-04-05,BR0009,Active,2,34,0,Gold,0.81
LOAN014816,CUST08631,Home Loan,137.45,13.97,12,1233929.92,2023-06-30,BR0026,Active,0,0,0,Gold,1.07
LOAN014817,CUST07582,Business Loan,24.28,17.0,24,120045.82,2024-01-21,BR0049,Closed,2,30,0,Gold,1.89
LOAN014818,CUST05645,Personal Loan,4.84,17.23,12,44195.95,2020-09-08,BR0032,Active,2,58,0,FD,2.09
LOAN014819,CUST04852,Education Loan,7.77,8.01,12,67593.6,2020-07-07,BR0027,Active,0,0,0,FD,1.35
LOAN014820,CUST09471,Home Loan,67.37,8.39,36,212327.28,2021-09-07,BR0049,Active,0,0,0,FD,0.5
LOAN014821,CUST08106,Home Loan,125.42,17.65,36,451224.3,2020-11-28,BR0037,Closed,0,0,0,FD,2.25
LOAN014822,CUST01713,Personal Loan,9.32,10.52,60,20041.55,2024-12-18,BR0002,NPA,3,60,1,Property,1.79
LOAN014823,CUST01550,Auto Loan,19.79,14.22,12,177893.62,2021-10-10,BR0045,Active,0,0,0,Vehicle,1.89
LOAN014824,CUST09711,Home Loan,35.31,17.37,12,322664.31,2022-06-22,BR0008,NPA,3,57,1,Vehicle,1.43
LOAN014825,CUST01244,Business Loan,12.22,15.05,36,42390.96,2022-12-21,BR0050,Restructured,0,0,0,Property,0.99
LOAN014826,CUST03406,Personal Loan,4.47,15.58,60,10770.67,2024-12-23,BR0004,NPA,3,117,1,FD,2.49
LOAN014827,CUST04869,Auto Loan,8.24,10.27,48,21005.78,2020-12-07,BR0006,Active,0,0,0,FD,1.71
LOAN014828,CUST04039,Personal Loan,2.48,11.2,48,6433.8,2023-08-23,BR0027,NPA,3,120,1,None,2.42
LOAN014829,CUST09866,Gold Loan,1.45,12.03,12,12885.11,2021-02-25,BR0049,Restructured,1,23,0,None,2.17
